the_geom,MeterType,MeterNo,LONG,LAT,Status
POINT (-74.03114138548987 40.6230335755729),Strada,3423052,-74.0311413855,40.6230335756,Active
POINT (-73.83571453704552 40.70744810520906),Strada,4023107,-73.835714537,40.7074481052,Active
POINT (-73.84065529532076 40.71806116842812),Strada,4053072,-73.8406552953,40.7180611684,Active
POINT (-73.82875544291699 40.76423620442404),Strada,4063012,-73.8287554429,40.7642362044,Active
POINT (-73.81820553286771 40.765188973840516),Strada,4063038,-73.8182055329,40.7651889738,Active
POINT (-73.81762644152789 40.765251058014584),Strada,4063039,-73.8176264415,40.765251058,Active
POINT (-73.8201825556999 40.765146123663634),Strada,4063040,-73.8201825557,40.7651461237,Active
POINT (-73.81706243113341 40.70818128552263),Strada,4323113,-73.8170624311,40.7081812855,Active
POINT (-73.85490560166939 40.72133320295151),Strada,4053092,-73.8549056017,40.721333203,Active
POINT (-73.82856539891812 40.76402883156158),Strada,4063010,-73.8285653989,40.7640288316,Active
POINT (-73.92106023524494 40.75632341784344),Strada,4073008,-73.9210602352,40.7563234178,Active
POINT (-73.91814305364544 40.75991468707468),Strada,4073014,-73.9181430536,40.7599146871,Active
POINT (-73.81975235147563 40.67612147292687),Strada,4483109,-73.8197523515,40.6761214729,Active
POINT (-73.81215519864742 40.79020989843645),Strada,4383114,-73.8121551986,40.7902098984,Active
POINT (-73.86908161732437 40.72362598665722),Strada,4493129,-73.8690816173,40.7236259867,Active
POINT (-73.79421804327175 40.73354041937094),Strada,4423110,-73.7942180433,40.7335404194,Active
POINT (-73.81338578352259 40.702457011339376),Strada,4323133,-73.8133857835,40.7024570113,Active
POINT (-73.90919128767406 40.77020979747253),Strada,4183006,-73.9091912877,40.7702097975,Active
POINT (-73.75183300006509 40.60372435115366),Strada,4113108,-73.7518330001,40.6037243512,Active
POINT (-73.76840027850743 40.75875017023613),Strada,4213044,-73.7684002785,40.7587501702,Active
POINT (-73.93258398123619 40.754150081255055),Strada,4343139,-73.9325839812,40.7541500813,Active
POINT (-74.007020004804 40.72979617290415),Strada,1323060,-74.0070200048,40.7297961729,Active
POINT (-74.00716205293864 40.741270914634704),Strada,1463019,-74.0071620529,40.7412709146,Inactive
POINT (-73.98011231307667 40.74819610307601),Strada,1443160,-73.9801123131,40.7481961031,Active
POINT (-73.99476735796819 40.74949976186895),Strada,1443390,-73.994767358,40.7494997619,Active
POINT (-73.9832922414583 40.74743536436806),Strada,1443324,-73.9832922415,40.7474353644,Active
POINT (-73.98348762456469 40.746249437335194),Strada,1443356,-73.9834876246,40.7462494373,Active
POINT (-73.98912333315728 40.743614117404924),Strada,1443791,-73.9891233332,40.7436141174,Active
POINT (-73.99170245176789 40.744598025831245),Strada,1443650,-73.9917024518,40.7445980258,Active
POINT (-73.99586495547236 40.743628422760565),Strada,1453316,-73.9958649555,40.7436284228,Active
POINT (-73.97156669346141 40.759379433801264),Strada,1433242,-73.9715666935,40.7593794338,Active
POINT (-73.9888145874496 40.74438178334193),Strada,1443672,-73.9888145874,40.7443817833,Active
POINT (-73.84181574375445 40.71893388468493),Strada,4053035,-73.8418157438,40.7189338847,Active
POINT (-73.9421813580479 40.838588994892376),Strada,1228459,-73.942181358,40.8385889949,Active
POINT (-73.99585171140919 40.745110555441784),Strada,1443763,-73.9958517114,40.7451105554,Active
POINT (-73.99435270195193 40.74571222638925),Strada,1443760,-73.994352702,40.7457122264,Active
POINT (-73.98451695730084 40.75246602310438),Strada,1442557,-73.9845169573,40.7524660231,Active
POINT (-73.87926698122206 40.748356269369154),Strada,4122373,-73.8792669812,40.7483562694,Active
POINT (-73.98708185136884 40.75517352803591),Strada,1443953,-73.9870818514,40.755173528,Active
POINT (-74.00614172672364 40.73970920504301),Strada,1463017,-74.0061417267,40.739709205,Active
POINT (-73.97970366464446 40.74305046980392),Strada,1443722,-73.9797036646,40.7430504698,Active
POINT (-73.94730616041328 40.77550710240204),Strada,1294844,-73.9473061604,40.7755071024,Active
POINT (-73.99975210924298 40.717761240658675),Strada,1243057,-73.9997521092,40.7177612407,Active
POINT (-73.98711722759424 40.76841397014515),Strada,1403086,-73.9871172276,40.7684139701,Active
POINT (-73.98303815790624 40.74495125760969),Strada,1443624,-73.9830381579,40.7449512576,Active
POINT (-73.99904872555692 40.71924699278395),Strada,1243082,-73.9990487256,40.7192469928,Active
POINT (-73.9954957886318 40.71917199879617),Strada,1243094,-73.9954957886,40.7191719988,Active
POINT (-73.98578930071113 40.74690179200855),Strada,1443642,-73.9857893007,40.746901792,Active
POINT (-74.0000204366184 40.615261539224164),Strada,3493023,-74.0000204366,40.6152615392,Active
POINT (-73.78337568094064 40.728592953097554),Strada,4433015,-73.7833756809,40.7285929531,Active
POINT (-73.82805439180515 40.85239309988842),Strada,2313003,-73.8280543918,40.8523930999,Active
POINT (-73.83262397550865 40.84625279813409),Strada,2313034,-73.8326239755,40.8462527981,Active
POINT (-73.83087264520992 40.84746747002003),Strada,2313039,-73.8308726452,40.84746747,Active
POINT (-73.88757806713016 40.85939388700447),Strada,2013113,-73.8875780671,40.859393887,Active
POINT (-73.99167358583126 40.69335304740383),Strada,3013555,-73.9916735858,40.6933530474,Active
POINT (-73.87473571449017 40.829758313041445),Strada,2203027,-73.8747357145,40.829758313,Active
POINT (-73.84960085478278 40.90449106444186),Strada,2083069,-73.8496008548,40.9044910644,Active
POINT (-73.99012349521814 40.690121196949605),Strada,3013624,-73.9901234952,40.6901211969,Inactive
POINT (-73.86219332510298 40.836397242157595),Strada,2303023,-73.8621933251,40.8363972422,Active
POINT (-73.86725506082297 40.87181794833336),Strada,2233031,-73.8672550608,40.8718179483,Active
POINT (-73.91103791793788 40.831004490623094),Strada,2373007,-73.9110379179,40.8310044906,Active
POINT (-73.85992522341675 40.837253293799876),Strada,2303009,-73.8599252234,40.8372532938,Active
POINT (-73.82976348192688 40.85133702210465),Strada,2313001,-73.8297634819,40.8513370221,Active
POINT (-74.0090028943768 40.635933044785),Strada,3123086,-74.0090028944,40.6359330448,Active
POINT (-73.94521416957897 40.60000132906697),Strada,3063068,-73.9452141696,40.6000013291,Active
POINT (-73.94218395442903 40.60519722397111),Strada,3063179,-73.9421839544,40.605197224,Active
POINT (-73.85640299050829 40.89317739867881),Strada,2083041,-73.8564029905,40.8931773987,Active
POINT (-74.00706215981394 40.63798688018435),Strada,3123114,-74.0070621598,40.6379868802,Active
POINT (-74.00755365032703 40.63699879974738),Strada,3123136,-74.0075536503,40.6369987997,Active
POINT (-74.02295653064719 40.62851202864374),Strada,3091500,-74.0229565306,40.6285120286,Active
POINT (-73.99125005137434 40.60046347912851),Strada,3071374,-73.9912500514,40.6004634791,Active
POINT (-74.02499252003688 40.62085787889182),Strada,3093005,-74.02499252,40.6208578789,Active
POINT (-73.96458614209179 40.62000905148507),Strada,3153021,-73.9645861421,40.6200090515,Active
POINT (-73.96497111906683 40.62436643695895),Strada,3153030,-73.9649711191,40.624366437,Active
POINT (-73.96238825615461 40.635726059997964),Strada,3153047,-73.9623882562,40.63572606,Active
POINT (-73.91153749417028 40.700142085672724),Strada,4093083,-73.9115374942,40.7001420857,Active
POINT (-74.0068397223368 40.638393838934576),Strada,3123146,-74.0068397223,40.6383938389,Active
POINT (-73.98167033750747 40.61052534483474),Strada,3131522,-73.9816703375,40.6105253448,Active
POINT (-73.97590414142225 40.62474635186129),Strada,3131540,-73.9759041414,40.6247463519,Active
POINT (-73.97649130878258 40.62668321897236),Strada,3131548,-73.9764913088,40.626683219,Active
POINT (-74.00786558728366 40.64755711007209),Strada,3123023,-74.0078655873,40.6475571101,Active
POINT (-74.01238904590194 40.642761671215446),Strada,3123054,-74.0123890459,40.6427616712,Active
POINT (-73.98706970609265 40.66791168107015),Strada,3149792,-73.9870697061,40.6679116811,Active
POINT (-73.98542420491134 40.66884082457204),Strada,3149801,-73.9854242049,40.6688408246,Active
POINT (-73.92376117278793 40.7439852013758),Strada,4013015,-73.9237611728,40.7439852014,Active
POINT (-73.91963587626286 40.742930760170694),Strada,4013076,-73.9196358763,40.7429307602,Active
POINT (-73.79129509093084 40.70644295469602),Strada,4033075,-73.7912950909,40.7064429547,Active
POINT (-73.91761103787333 40.76079818951119),Strada,4073042,-73.9176110379,40.7607981895,Active
POINT (-73.88627568200515 40.74982654165195),Strada,4123035,-73.886275682,40.7498265417,Active
POINT (-73.88105770378557 40.75003444678858),Strada,4123047,-73.8810577038,40.7500344468,Active
POINT (-73.88986074418905 40.748836467556416),Strada,4123076,-73.8898607442,40.7488364676,Active
POINT (-73.88347604156384 40.74328163154835),Strada,4413032,-73.8834760416,40.7432816315,Active
POINT (-73.9500693255035 40.673677854059164),Strada,3403068,-73.9500693255,40.6736778541,Active
POINT (-73.74019842444471 40.659316439997305),Strada,4163103,-73.7401984244,40.65931644,Active
POINT (-74.11623790475473 40.573856940707614),Strada,5053290,-74.1162379048,40.5738569407,Active
POINT (-73.91895663514224 40.76942494203952),Strada,4233124,-73.9189566351,40.769424942,Active
POINT (-73.97949089711582 40.754643377053775),Strada,1433292,-73.9794908971,40.7546433771,Active
POINT (-73.98359181424446 40.761281422911296),Strada,1433380,-73.9835918142,40.7612814229,Active
POINT (-73.98625567370436 40.73282035794506),Strada,1453229,-73.9862556737,40.7328203579,Active
POINT (-73.97844459428937 40.76494422334176),Strada,1433821,-73.9784445943,40.7649442233,Active
POINT (-73.99852724381375 40.73815187244374),Strada,1453208,-73.9985272438,40.7381518724,Active
POINT (-73.99357921336633 40.71510268656932),Strada,1023147,-73.9935792134,40.7151026866,Active
POINT (-73.99355503870488 40.74082580030871),Strada,1453069,-73.9935550387,40.7408258003,Active
POINT (-73.9180568493848 40.77053676991842),Strada,4233126,-73.9180568494,40.7705367699,Active
POINT (-73.98771060103341 40.73759082950769),Strada,1453096,-73.987710601,40.7375908295,Active
POINT (-73.98576786765643 40.73600785463022),Strada,1453153,-73.9857678677,40.7360078546,Active
POINT (-73.99190769666602 40.76435248831731),Strada,1403111,-73.9919076967,40.7643524883,Active
POINT (-73.79011975044872 40.72651696812313),Strada,4433021,-73.7901197504,40.7265169681,Active
POINT (-73.820865646622 40.67022270567912),Strada,4483113,-73.8208656466,40.6702227057,Active
POINT (-73.86737472850945 40.72191092828119),Strada,4493133,-73.8673747285,40.7219109283,Active
POINT (-73.79448452777744 40.73322897372059),Strada,4423114,-73.7944845278,40.7332289737,Active
POINT (-73.8262670132777 40.751591143150335),Strada,4513012,-73.8262670133,40.7515911432,Inactive
POINT (-73.9986431362662 40.72333442684333),Strada,1473041,-73.9986431363,40.7233344268,Inactive
POINT (-73.97330959811079 40.67751591110911),Strada,3249910,-73.9733095981,40.6775159111,Retired
POINT (-73.98492799556612 40.72166010551311),Strada,1023084,-73.9849279956,40.7216601055,Active
POINT (-73.95083402474164 40.77468085018309),Strada,1264899,-73.9508340247,40.7746808502,Active
POINT (-73.98136141720764 40.728894346414634),Strada,1133026,-73.9813614172,40.7288943464,Active
POINT (-73.82569298397654 40.749629164731715),Strada,4513040,-73.825692984,40.7496291647,Active
POINT (-73.90973910097536 40.77679958631379),Strada,4183002,-73.909739101,40.7767995863,Active
POINT (-73.78302252264477 40.74154226223647),Strada,4423130,-73.7830225226,40.7415422622,Active
POINT (-73.94187009947402 40.747218415486394),Strada,4152046,-73.9418700995,40.7472184155,Inactive
POINT (-73.83172411895502 40.759991916500965),Strada,4813005,-73.831724119,40.7599919165,Active
POINT (-73.79069191022637 40.725977964750804),Strada,4433027,-73.7906919102,40.7259779648,Active
POINT (-73.97923047034256 40.776976197469466),Strada,1033124,-73.9792304703,40.7769761975,Active
POINT (-73.83124219896298 40.762899854491714),Strada,4063027,-73.831242199,40.7628998545,Active
POINT (-73.91212638032331 40.767528834563265),Strada,4073030,-73.9121263803,40.7675288346,Active
POINT (-73.90917341468605 40.699733988048486),Strada,4093089,-73.9091734147,40.699733988,Active
POINT (-73.90038564099663 40.70026477147263),Strada,4093064,-73.900385641,40.7002647715,Active
POINT (-73.87277485725649 40.751015524891315),Strada,4123007,-73.8727748573,40.7510155249,Active
POINT (-73.91237629469012 40.70031002091986),Strada,4093105,-73.9123762947,40.7003100209,Inactive
POINT (-73.96059858874065 40.607743660476295),Strada,3053001,-73.9605985887,40.6077436605,Active
POINT (-73.95763289862894 40.610000361747396),Strada,3053018,-73.9576328986,40.6100003617,Active
POINT (-73.89941972866258 40.70045971279827),Strada,4093069,-73.8994197287,40.7004597128,Active
POINT (-73.8403124993009 40.718917895672234),Strada,4053070,-73.8403124993,40.7189178957,Active
POINT (-73.83679533813225 40.57937656102627),Strada,4103019,-73.8367953381,40.579376561,Active
POINT (-73.97699820823325 40.7797028400369),Strada,1039003,-73.9769982082,40.77970284,Inactive
POINT (-73.982739072764 40.77495514014882),Strada,1083099,-73.9827390728,40.7749551401,Retired
POINT (-73.99390467066361 40.730229744762504),Strada,1143036,-73.9939046707,40.7302297448,Active
POINT (-73.99763442580894 40.73273589196536),Strada,1143037,-73.9976344258,40.732735892,Active
POINT (-73.96729599565442 40.76908241528252),Strada,1183010,-73.9672959957,40.7690824153,Active
